FID;build_time;build_type;municipality;settl_unit;lon;lat
3795;1919-1945;uhepereelamu;Jogeva;Pedja;26.341880;58.840819
3796;enne 1919;uhepereelamu;Jogeva;Pedja;26.359557;58.851709
3797;enne 1919;uhepereelamu;Jogeva;Pedja;26.369469;58.856119
3798;1919-1945;uhepereelamu;Jogeva;Pedja;26.367435;58.846737
3799;1919-1945;uhepereelamu;Jogeva;Pedja;26.343085;58.845841
3800;enne 1919;uhepereelamu;Jogeva;Pedja;26.329164;58.848932
3801;enne 1919;uhepereelamu;Jogeva;Pedja;26.336149;58.852422
3802;1946-1960;uhepereelamu;Jogeva;Pedja;26.361440;58.859539
3803;1919-1945;uhepereelamu;Jogeva;Pedja;26.343579;58.858310
3804;1919-1945;uhepereelamu;Jogeva;Pedja;26.337917;58.869911
3805;1919-1945;uhepereelamu;Jogeva;Pedja;26.362724;58.836563
3806;1919-1945;uhepereelamu;Jogeva;Pedja;26.363771;58.836392
3807;1919-1945;uhepereelamu;Jogeva;Pedja;26.345697;58.833455
3808;1919-1945;uhepereelamu;Jogeva;Pedja;26.344160;58.830133
3809;1919-1945;uhepereelamu;Jogeva;Pedja;26.345928;58.828456
3810;1919-1945;uhepereelamu;Jogeva;Pedja;26.349140;58.827418
3811;1919-1945;uhepereelamu;Jogeva;Pedja;26.349047;58.827178
3812;1919-1945;hoone liik teadmata;Jogeva;Pedja;26.346682;58.826807
3813;enne 1919;uhepereelamu;Jogeva;Pedja;26.347506;58.826523
3814;1919-1945;uhepereelamu;Jogeva;Pedja;26.348480;58.825499
3815;1961-1970;uhepereelamu;Jogeva;Pedja;26.348650;58.825173
3816;1946-1960;uhepereelamu;Jogeva;Pedja;26.348752;58.824852
3817;enne 1919;uhepereelamu;Jogeva;Pedja;26.348973;58.824472
3818;enne 1919;uhepereelamu;Jogeva;Pedja;26.351938;58.823460
3819;1919-1945;uhepereelamu;Jogeva;Pedja;26.348287;58.827138
3820;1919-1945;uhepereelamu;Pala;Perametsa;26.969400;58.742953
3821;enne 1919;uhepereelamu;Pala;Perametsa;26.970770;58.737786
3822;1919-1945;uhepereelamu;Pala;Perametsa;26.963656;58.729479
3823;1919-1945;uhepereelamu;Pala;Perametsa;26.959953;58.727067
3824;enne 1919;uhepereelamu;Pala;Perametsa;26.956774;58.725666
3825;enne 1919;uhepereelamu;Pala;Perametsa;26.945799;58.722502
3826;1946-1960;uhepereelamu;Pala;Perametsa;26.943271;58.723583
3827;ehitusaeg teadmata;uhepereelamu;Pala;Perametsa;26.952829;58.740988
3828;1919-1945;uhepereelamu;Pala;Perametsa;26.936017;58.743762
3829;1946-1960;uhepereelamu;Pala;Perametsa;26.926303;58.747847
3830;ehitusaeg teadmata;uhepereelamu;Pala;Piibumae;27.047365;58.755082
3831;enne 1919;uhepereelamu;Pala;Piibumae;27.033165;58.752352
3832;1919-1945;uhepereelamu;Pala;Piibumae;27.041790;58.756238
3833;1919-1945;muu vaikeelamu;Pala;Piibumae;27.042910;58.756545
3834;enne 1919;uhepereelamu;Pala;Piibumae;27.024115;58.754137
3835;1919-1945;uhepereelamu;Pala;Piibumae;27.023360;58.754344
3836;1919-1945;uhepereelamu;Pala;Piibumae;27.022795;58.754465
3837;1919-1945;uhepereelamu;Pala;Piibumae;27.047341;58.749537
3838;enne 1919;uhepereelamu;Pala;Piibumae;27.046216;58.749439
3839;ehitus pooleli;uhepereelamu;Pala;Piibumae;27.045315;58.749118
3840;enne 1919;uhepereelamu;Pala;Piibumae;27.043415;58.747348
3841;1961-1970;uhepereelamu;Pala;Piibumae;27.041357;58.746263
3842;ehitusaeg teadmata;uhepereelamu;Pala;Piibumae;27.042780;58.745098
3843;enne 1919;uhepereelamu;Pala;Piibumae;27.035966;58.746957
3844;enne 1919;uhepereelamu;Pala;Piibumae;27.035877;58.745934
3845;1919-1945;uhepereelamu;Pala;Piibumae;27.028242;58.740902
3846;1946-1960;uhepereelamu;Pala;Piibumae;27.026209;58.743618
3847;1946-1960;uhepereelamu;Pala;Piibumae;27.023463;58.742237
3848;enne 1919;uhepereelamu;Pala;Piibumae;27.020338;58.741708
3849;1919-1945;uhepereelamu;Pala;Piibumae;27.020044;58.742811
3850;1919-1945;uhepereelamu;Pala;Piibumae;27.019288;58.745138
3851;1919-1945;uhepereelamu;Pala;Piibumae;27.013374;58.745779
3852;1919-1945;uhepereelamu;Pala;Piibumae;27.014176;58.746156
3853;1919-1945;uhepereelamu;Pala;Piirivarbe;27.059801;58.680120
3854;1919-1945;uhepereelamu;Pala;Piirivarbe;27.055369;58.677646
3855;1919-1945;uhepereelamu;Pala;Piirivarbe;27.055006;58.679209
3856;enne 1919;uhepereelamu;Pala;Piirivarbe;27.053845;58.680146
3857;1919-1945;uhepereelamu;Pala;Piirivarbe;27.056298;58.681184
3858;1919-1945;uhepereelamu;Pala;Piirivarbe;27.053156;58.682228
3859;1919-1945;uhepereelamu;Pala;Piirivarbe;27.052432;58.683873
3860;1991-1995;uhepereelamu;Pala;Piirivarbe;27.049488;58.682873
3861;1919-1945;uhepereelamu;Pala;Piirivarbe;27.045555;58.680593
3862;1919-1945;uhepereelamu;Pala;Piirivarbe;27.058528;58.674003
3863;1919-1945;uhepereelamu;Pala;Piirivarbe;27.059990;58.676831
3864;enne 1919;uhepereelamu;Pala;Piirivarbe;27.059168;58.678463
3865;1919-1945;uhepereelamu;Pala;Piirivarbe;27.061447;58.678922
3866;1919-1945;uhepereelamu;Pala;Piirivarbe;27.062680;58.674551
3867;enne 1919;uhepereelamu;Pala;Piirivarbe;27.068625;58.675714
3868;1919-1945;uhepereelamu;Pala;Piirivarbe;27.071210;58.674025
3869;1919-1945;uhepereelamu;Pala;Piirivarbe;27.073232;58.671586
3870;1919-1945;uhepereelamu;Pala;Piirivarbe;27.054899;58.676552
3871;1971-1980;uhepereelamu;Pala;Piirivarbe;27.050737;58.677298
3872;1919-1945;uhepereelamu;Pala;Piirivarbe;27.049090;58.674102
3873;1919-1945;uhepereelamu;Pala;Piirivarbe;27.048977;58.672810
3874;1919-1945;uhepereelamu;Pala;Piirivarbe;27.070633;58.684411
3875;1919-1945;uhepereelamu;Pala;Piirivarbe;27.059786;58.680112
3876;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.548397;58.647386
3877;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.547773;58.647816
3878;enne 1919;muu hoone;Palamuse;Pikkjarve;26.555988;58.652407
3879;enne 1919;muu hoone;Palamuse;Pikkjarve;26.556849;58.653189
3880;1961-1970;paljukorteriline elamu;Palamuse;Pikkjarve;26.557980;58.651721
3881;1961-1970;paljukorteriline elamu;Palamuse;Pikkjarve;26.557385;58.651544
3882;1946-1960;paljukorteriline elamu;Palamuse;Pikkjarve;26.557867;58.651152
3883;1946-1960;paljukorteriline elamu;Palamuse;Pikkjarve;26.558130;58.650765
3884;enne 1919;paljukorteriline elamu;Palamuse;Pikkjarve;26.557531;58.654546
3885;enne 1919;paljukorteriline elamu;Palamuse;Pikkjarve;26.555977;58.655224
3886;enne 1919;hoone liik teadmata;Palamuse;Pikkjarve;26.556700;58.655169
3887;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.543875;58.660069
3888;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.557544;58.659798
3889;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.571558;58.651099
3890;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.573256;58.649592
3891;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.572032;58.648269
3892;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.566972;58.660831
3893;enne 1919;uhepereelamu;Palamuse;Pikkjarve;26.572677;58.658974
3894;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.574551;58.659459
3895;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.578569;58.655900
3896;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.577526;58.659057
3897;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.579901;58.659612
3898;1981-1990;uhepereelamu;Palamuse;Pikkjarve;26.580184;58.658882
3899;1981-1990;uhepereelamu;Palamuse;Pikkjarve;26.580376;58.658502
3900;enne 1919;muu vaikeelamu;Palamuse;Pikkjarve;26.552337;58.642660
3901;ehitusaeg teadmata;muu vaikeelamu;Palamuse;Pikkjarve;26.548814;58.640734
3902;1919-1945;muu vaikeelamu;Palamuse;Pikkjarve;26.554609;58.641321
3903;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.561184;58.637192
3904;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.562295;58.635467
3905;1919-1945;hoone liik teadmata;Palamuse;Pikkjarve;26.547580;58.647211
3906;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.547235;58.647446
3907;1919-1945;hoone liik teadmata;Palamuse;Pikkjarve;26.547059;58.647068
3908;ehitusaeg teadmata;hoone liik teadmata;Palamuse;Pikkjarve;26.546708;58.647268
3909;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.541626;58.644228
3910;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.540199;58.644723
3911;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.540997;58.643298
3912;enne 1919;uhepereelamu;Palamuse;Pikkjarve;26.538641;58.643460
3913;ehitusaeg teadmata;hoone liik teadmata;Palamuse;Pikkjarve;26.544595;58.647817
3914;1946-1960;uhepereelamu;Palamuse;Pikkjarve;26.543725;58.649828
3915;ehitus pooleli;uhepereelamu;Palamuse;Pikkjarve;26.538924;58.649587
3916;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.538649;58.649812
3917;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.542066;58.651803
3918;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.541307;58.652231
3919;1919-1945;uhepereelamu;Palamuse;Pikkjarve;26.537562;58.650363
3920;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.210162;58.592876
3921;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.210494;58.594075
3922;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.210897;58.595010
3923;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.214180;58.595494
3924;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.210663;58.597436
3925;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.209401;58.597525
3926;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.208373;58.597885
3927;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.210379;58.597804
3928;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.210053;58.598201
3929;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.208318;58.598366
3930;1971-1980;paljukorteriline elamu;Puurmani;Pikknurme;26.207008;58.598411
3931;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.208438;58.599366
3932;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.209156;58.598504
3933;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.209913;58.599412
3934;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.209037;58.599382
3935;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.209467;58.599428
3936;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.210445;58.598805
3937;enne 1919;muu vaikeelamu;Puurmani;Pikknurme;26.210995;58.599798
3938;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.209931;58.599829
3939;1961-1970;paljukorteriline elamu;Puurmani;Pikknurme;26.210689;58.600418
3940;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.214736;58.598556
3941;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.213316;58.603045
3942;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.214237;58.602913
3943;1971-1980;paljukorteriline elamu;Puurmani;Pikknurme;26.215077;58.602863
3944;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.233272;58.610155
3945;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.226504;58.612555
3946;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.233236;58.613885
3947;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.233349;58.625331
3948;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.229050;58.607086
3949;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.236154;58.608623
3950;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.234436;58.606255
3951;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.242328;58.604752
3952;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.249650;58.602720
3953;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.253351;58.600562
3954;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.226153;58.600236
3955;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.230614;58.595991
3956;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.238401;58.598550
3957;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.248667;58.591409
3958;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.255577;58.593695
3959;1961-1970;uhepereelamu;Puurmani;Pikknurme;26.262128;58.589340
3960;1961-1970;uhepereelamu;Puurmani;Pikknurme;26.260175;58.586787
3961;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.220198;58.589973
3962;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.219744;58.583297
3963;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.218315;58.578412
3964;enne 1919;paljukorteriline elamu;Puurmani;Pikknurme;26.207447;58.603883
3965;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.199216;58.604689
3966;enne 1919;paljukorteriline elamu;Puurmani;Pikknurme;26.207635;58.602478
3967;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.201427;58.601471
3968;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.195861;58.592897
3969;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.191113;58.589880
3970;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.185445;58.592276
3971;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.184552;58.585123
3972;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.185446;58.583432
3973;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.178446;58.585684
3974;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.187427;58.599464
3975;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.180827;58.601013
3976;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.166957;58.597170
3977;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.202207;58.608438
3978;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.206072;58.612396
3979;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.204312;58.613674
3980;enne 1919;muu vaikeelamu;Puurmani;Pikknurme;26.202127;58.619474
3981;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.201660;58.619708
3982;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.193858;58.612101
3983;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.192742;58.611289
3984;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.191257;58.611369
3985;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.190672;58.610489
3986;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.194788;58.609974
3987;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.192070;58.609078
3988;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.188223;58.603403
3989;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.215759;58.604512
3990;1991-1995;uhepereelamu;Puurmani;Pikknurme;26.216084;58.605239
3991;1981-1990;uhepereelamu;Puurmani;Pikknurme;26.234763;58.624935
3992;1919-1945;uhepereelamu;Puurmani;Pikknurme;26.211738;58.596996
3993;ehitus pooleli;uhepereelamu;Puurmani;Pikknurme;26.225091;58.601054
3994;enne 1919;uhepereelamu;Puurmani;Pikknurme;26.208881;58.598810
3995;1971-1980;uhepereelamu;Puurmani;Pikknurme;26.208548;58.598542
3996;enne 1919;muu vaikeelamu;Poltsamaa;Pilu;25.815072;58.709772
3997;1971-1980;uhepereelamu;Poltsamaa;Pilu;25.814183;58.710256
3998;1971-1980;uhepereelamu;Poltsamaa;Pilu;25.812335;58.709811
3999;1971-1980;uhepereelamu;Poltsamaa;Pilu;25.812547;58.710379
4000;1919-1945;uhepereelamu;Poltsamaa;Pilu;25.809358;58.716472
4001;1919-1945;uhepereelamu;Poltsamaa;Pilu;25.797671;58.714191
4002;1946-1960;muu vaikeelamu;Poltsamaa;Pilu;25.797020;58.713321
4003;1946-1960;paljukorteriline elamu;Poltsamaa;Pilu;25.796808;58.712857
